"property_id","bathroom_count","bedroom_count","calc_finish_sq_ft","assessed_property_value","tax_paid","tax_rate","county_code","county"
34244,1,1,822,394586,4783.6,1.2123085968584797,6037,"Los Angeles"
34245,2,2,1339,1120000,13451.99,1.2010705357142857,6037,"Los Angeles"
34246,4,3,2592,1914023,23037.71,1.2036276471076888,6037,"Los Angeles"
34247,3,2,2372,1055859,12824.46,1.2145996766613723,6037,"Los Angeles"
34248,6,3,2912,882762,10749.59,1.217722330594203,6037,"Los Angeles"
34249,3,2,2274,873528,10612.47,1.2148975190262934,6037,"Los Angeles"
34250,3,2,1672,546538,6641.96,1.2152787180397338,6037,"Los Angeles"
34251,4,5,3468,1420578,16583.63,1.16738609213996,6037,"Los Angeles"
34252,2,1,1075,115409,1467.69,1.2717292412203554,6037,"Los Angeles"
34253,3,4,2426,2324922,27075.52,1.1645775643225882,6037,"Los Angeles"
34254,7,6,6410,3193309,38418.12,1.2030818188906869,6037,"Los Angeles"
34255,3,3,1786,423696,4945.69,1.1672732336392129,6037,"Los Angeles"
34256,5,4,4387,2026204,23619.57,1.1657054274890386,6037,"Los Angeles"
34257,4,6,4105,182114,2246.23,1.2334197261056261,6037,"Los Angeles"
34258,3,2,2044,505074,5959.01,1.1798290943505307,6037,"Los Angeles"
34259,3,5,2173,746542,8695.53,1.1647743864377356,6037,"Los Angeles"
34260,5,4,3328,2071775,24174.41,1.1668453379348627,6037,"Los Angeles"
34261,2,4,3284,195123,2601.66,1.3333435832782399,6037,"Los Angeles"
34262,2,3,1792,140162,1661.15,1.1851643098700075,6037,"Los Angeles"
34263,5,4,1789,2599000,30159.37,1.1604220854174683,6037,"Los Angeles"
34264,2,4,3039,829731,10162.45,1.2247885157960834,6037,"Los Angeles"
34265,3,2,1354,431985,5189.35,1.2012801370417956,6037,"Los Angeles"
34266,3,2,1494,404641,4774.26,1.1798754945742027,6037,"Los Angeles"
34267,2,1,959,402487,4880.04,1.2124714587054986,6037,"Los Angeles"
34268,2,3,1344,632868,7351.67,1.1616435022785163,6037,"Los Angeles"
34269,2,3,1856,1253966,15152.52,1.208367690990027,6037,"Los Angeles"
34270,4,3,2323,810535,9429.09,1.1633168216054828,6037,"Los Angeles"
34271,3,2,1585,775613,9460.49,1.2197436092484268,6037,"Los Angeles"
34272,3,2,1900,817803,9816.07,1.2002976266900465,6037,"Los Angeles"
34273,2,2,1235,444634,5315.26,1.195423651812502,6037,"Los Angeles"
34274,2,2,1297,399328,4877,1.2213017870021636,6037,"Los Angeles"
34275,2,2,1716,552200,6409.91,1.160795001810938,6037,"Los Angeles"
34276,1,3,1158,300067,4054.08,1.3510582636544504,6037,"Los Angeles"
34277,2,2,1284,1550000,18779.37,1.211572258064516,6037,"Los Angeles"
34278,2,1,1017,131231,1890.21,1.4403685104891375,6037,"Los Angeles"
34279,2,2,1210,289987,3756.48,1.2953960005103677,6037,"Los Angeles"
34280,3,2,1192,394585,4985.45,1.263466680182977,6037,"Los Angeles"
34281,2,2,1257,271250,3462.11,1.2763539170506912,6037,"Los Angeles"
34282,3,2,1311,462973,5790.58,1.2507381639966044,6037,"Los Angeles"
34283,3,5,2456,573249,8027.7,1.4003862196009065,6037,"Los Angeles"
34284,1,2,1272,316916,4339.49,1.3692871297126052,6037,"Los Angeles"
34285,4,3,3044,1751835,20944.32,1.1955646507804674,6037,"Los Angeles"
34286,1,2,1033,69964,1432.62,2.047653078726202,6037,"Los Angeles"
34287,1,2,826,681351,8579.61,1.2592056076823839,6037,"Los Angeles"
34288,4,3,3150,735111,9231.18,1.2557532127801108,6037,"Los Angeles"
34289,2,2,952,372741,4714.36,1.264781711697935,6037,"Los Angeles"
34290,1,0,633,141612,1910.16,1.3488687399372934,6037,"Los Angeles"
34291,4,5,4112,3587447,41792.62,1.1649682908207426,6037,"Los Angeles"
34292,7,6,4405,1541444,18027.19,1.1695001569956482,6037,"Los Angeles"
34293,5,4,6554,2643726,30972.48,1.1715465218407657,6037,"Los Angeles"
34294,5,6,5649,532581,6409.33,1.2034469874066105,6037,"Los Angeles"
34295,3,2,1710,733297,8589.42,1.1713425801551076,6037,"Los Angeles"
34296,3,4,3735,300089,3603.41,1.200780435137576,6037,"Los Angeles"
34297,2,4,2006,299759,3526.28,1.1763716852538206,6037,"Los Angeles"
34298,3,3,2126,762209,8939.43,1.1728318610774735,6037,"Los Angeles"
34299,4,5,5144,5126567,59594.24,1.1624590100938894,6037,"Los Angeles"
34300,7,5,4679,2573112,30000.88,1.1659375884143404,6037,"Los Angeles"
34301,7,6,7136,7621533,88658.35,1.1632613806172591,6037,"Los Angeles"
34302,5,5,4117,4998663,58144.66,1.1632042408139938,6037,"Los Angeles"
34303,5,5,4228,2055039,24055.66,1.1705695123060924,6037,"Los Angeles"
34304,6,5,7240,4179342,48708.16,1.165450446505694,6037,"Los Angeles"
34305,5,5,3918,3418197,39821.59,1.1649881501856094,6037,"Los Angeles"
34306,5,5,4204,2834464,32992.63,1.1639812677105794,6037,"Los Angeles"
34307,6,5,4642,487779,5847.05,1.1987088415040419,6037,"Los Angeles"
34308,6,4,4246,4329028,50326.72,1.1625408752264943,6037,"Los Angeles"
34309,3,4,3450,1514080,18398.47,1.2151583800063406,6037,"Los Angeles"
34310,4,3,2693,1148806,14124.44,1.2294887039239002,6037,"Los Angeles"
34311,4,5,3521,2630451,31667.5,1.2038810074774249,6037,"Los Angeles"
34312,4,4,2753,782703,9678.59,1.2365597167763507,6037,"Los Angeles"
34313,2,3,2123,154456,2065.22,1.3370927642823847,6037,"Los Angeles"
34314,11,8,10352,2977691,36085.16,1.2118503901177122,6037,"Los Angeles"
34315,0,0,NULL,9710604,116117.61,1.1957815394387414,6037,"Los Angeles"
34316,10,11,8033,6414056,77678.73,1.211070343009166,6037,"Los Angeles"
34317,6,4,4597,3647494,44058,1.2078978060005032,6037,"Los Angeles"
34318,4,2,2464,143277,1783.6,1.2448613524850465,6037,"Los Angeles"
34319,5,3,2211,1584934,19145.49,1.2079676503879657,6037,"Los Angeles"
34320,2,2,1699,251839,3114.48,1.2366948725177593,6037,"Los Angeles"
34321,3,3,1937,517887,6212.02,1.1994933257641147,6037,"Los Angeles"
34322,2,1,954,403089,4880.5,1.2107747916713183,6037,"Los Angeles"
34323,4,2,2101,1030822,12524.9,1.2150400360100966,6037,"Los Angeles"
34324,2,1,934,400000,4758.49,1.1896225,6037,"Los Angeles"
34325,2,1,934,361889,4387.69,1.2124408313046264,6037,"Los Angeles"
34326,5,4,3400,2045470,24732.56,1.2091382420666157,6037,"Los Angeles"
34327,4,3,4190,1877378,22716.64,1.2100195059279484,6037,"Los Angeles"
34328,3,4,2685,249115,3361.04,1.349192140176224,6037,"Los Angeles"
34329,3,2,1418,348319,4166.6,1.1962023317705897,6037,"Los Angeles"
34330,2,2,1945,1015000,12217.9,1.2037339901477833,6037,"Los Angeles"
34331,6,4,4002,7189347,86126.94,1.1979800112583243,6037,"Los Angeles"
34332,0,0,1155,209078,2585.95,1.2368350567730704,6037,"Los Angeles"
34333,2,2,1355,792426,9584,1.2094504723469446,6037,"Los Angeles"
34334,3,4,3035,1595802,19223.68,1.2046406759735857,6037,"Los Angeles"
34335,5,3,2418,2632779,31683.77,1.203434469813076,6037,"Los Angeles"
34336,2,2,1248,545202,6641.12,1.21810264819278,6037,"Los Angeles"
34337,2,3,2412,1188362,14509.02,1.2209259468074543,6037,"Los Angeles"
34338,5,5,3398,1223458,14963.52,1.2230513838644237,6037,"Los Angeles"
34339,4,3,3501,3802111,45739.51,1.203003015956136,6037,"Los Angeles"
34340,4,4,2644,209135,2800.68,1.3391732612905538,6037,"Los Angeles"
34341,4,4,3638,1558563,18897.76,1.2125117816860786,6037,"Los Angeles"
34342,2,2,1040,240969,2952.75,1.2253650884553613,6037,"Los Angeles"
34343,2,3,2377,1411334,17103.13,1.2118414209535093,6037,"Los Angeles"
34344,2,3,1925,1423380,17387.83,1.2215873484241735,6037,"Los Angeles"
34345,4,4,4185,3695943,44452.78,1.2027452804331669,6037,"Los Angeles"
34346,5,4,6321,4617369,55434.79,1.2005709311947994,6037,"Los Angeles"
34347,3,3,2848,1221284,14832.05,1.2144636300811278,6037,"Los Angeles"
34348,2,2,1766,1004218,12174.44,1.212330390413237,6037,"Los Angeles"
34349,3,2,2536,1190000,14474.94,1.216381512605042,6037,"Los Angeles"
34350,1,2,696,125861,1561.58,1.2407179348646522,6037,"Los Angeles"
34351,1,2,1033,750000,9120.45,1.2160600000000001,6037,"Los Angeles"
34352,3,2,2536,1080123,13161.84,1.2185501095708544,6037,"Los Angeles"
34353,2,2,1413,1169244,14050.05,1.2016354157045064,6037,"Los Angeles"
34354,4,4,4924,8802043,105335.04,1.1967112635100736,6037,"Los Angeles"
34355,2,3,1859,176519,2374.82,1.345362255621208,6037,"Los Angeles"
34356,5,5,3962,1029081,12799.89,1.2438175420593713,6037,"Los Angeles"
34357,5,5,3987,2219160,26868.49,1.2107504641395845,6037,"Los Angeles"
34358,3,3,2939,2091415,25347.95,1.2120000095629035,6037,"Los Angeles"
34359,7,4,14342,19129816,228999.21,1.197080045098186,6037,"Los Angeles"
34360,4,5,4473,919547,11288.53,1.2276185991580637,6037,"Los Angeles"
34361,5,4,4950,4906237,57142.33,1.1646875191720254,6037,"Los Angeles"
34362,7,4,5385,2137933,25097.19,1.1738997433502358,6037,"Los Angeles"
34363,5,4,4156,4432886,53113.87,1.1981781169197676,6037,"Los Angeles"
34364,3,2,1725,852809,10204.54,1.1965797734310966,6037,"Los Angeles"
34365,1,1,826,201838,2478.25,1.2278411399240974,6037,"Los Angeles"
34366,1,1,852,392108,4747.08,1.210656247768472,6037,"Los Angeles"
34367,2,1,751,217507,2588.97,1.1902927262111105,6037,"Los Angeles"
34368,2,3,2001,1853691,22302.98,1.203166007711102,6037,"Los Angeles"
34369,3,3,2607,2030500,24475.09,1.205372568332923,6037,"Los Angeles"
34370,6,5,4008,1681461,20290.01,1.2066893017441378,6037,"Los Angeles"
34371,5,4,2875,3048794,36554.73,1.1989898300770732,6037,"Los Angeles"
34372,4,5,4218,2019432,24370.91,1.206820036525122,6037,"Los Angeles"
34373,2,3,2015,1923898,23106.2,1.201009616933954,6037,"Los Angeles"
34374,3,4,2887,217632,2803.59,1.2882250771945303,6037,"Los Angeles"
34375,6,3,3988,2967487,35818.9,1.2070448834316714,6037,"Los Angeles"
34376,5,3,6195,2159004,26093.97,1.2086114708448896,6037,"Los Angeles"
34377,5,5,3977,3895056,46677.56,1.1983796895346306,6037,"Los Angeles"
34378,2,2,1770,1019093,12312.95,1.2082263345936044,6037,"Los Angeles"
34379,4,4,2740,809454,9879.42,1.2205041917144148,6037,"Los Angeles"
34380,7,5,5532,2879713,34713.11,1.2054364445345769,6037,"Los Angeles"
34381,5,6,4765,573690,7250.85,1.2638968781048998,6037,"Los Angeles"
34382,3,4,5011,4643060,55628.05,1.1980902680559804,6037,"Los Angeles"
34383,0,0,NULL,5356597,64139.39,1.1973906194548516,6037,"Los Angeles"
34384,3,3,4663,5768107,69206.06,1.1998054127636675,6037,"Los Angeles"
34385,2,2,1611,261722,3198.64,1.2221517488021643,6037,"Los Angeles"
34386,1,2,936,91706,1207.16,1.3163369899461324,6037,"Los Angeles"
34387,5,5,4085,3310799,39851.83,1.2036922205183704,6037,"Los Angeles"
34388,5,5,4294,2642296,31686.01,1.1991847241944127,6037,"Los Angeles"
34389,6,5,4053,2893461,34669.25,1.1981930981616824,6037,"Los Angeles"
34390,3,4,2558,2180817,26121.07,1.197765332900468,6037,"Los Angeles"
34391,3,4,2167,203006,2518.54,1.240623429849364,6037,"Los Angeles"
34392,5,6,4273,3510462,42114.59,1.1996879612996807,6037,"Los Angeles"
34393,4,3,2877,1015112,12382,1.2197668828661272,6037,"Los Angeles"
34394,2,2,1137,675133,8086.96,1.197832130854217,6037,"Los Angeles"
34395,2,2,1906,1549158,18527.07,1.1959445066287622,6037,"Los Angeles"
34396,2,3,1508,1386418,16696.5,1.2042904809372066,6037,"Los Angeles"
34397,3,3,2358,347844,4241.4,1.2193397040052436,6037,"Los Angeles"
34398,3,3,2590,985015,11898.82,1.2079836347669832,6037,"Los Angeles"
34399,2,3,1578,134780,1714.52,1.2720878468615522,6037,"Los Angeles"
34400,2,3,2847,250912,3185.91,1.269732017599796,6037,"Los Angeles"
34401,5,5,3221,1411139,17004.05,1.204987602213531,6037,"Los Angeles"
34402,4,3,3007,842555,10194.91,1.2099993472236235,6037,"Los Angeles"
34403,2,3,1982,150315,1938.51,1.2896317732761202,6037,"Los Angeles"
34404,3,3,2547,794582,9854.5,1.2402118346501683,6037,"Los Angeles"
34405,3,3,2308,1040235,12750.67,1.2257489894110467,6037,"Los Angeles"
34406,2,3,1645,2799624,33523.84,1.1974407991930343,6037,"Los Angeles"
34407,2,2,1244,690000,8349.38,1.210055072463768,6037,"Los Angeles"
34408,3,4,2678,1979091,23859.23,1.2055650801302213,6037,"Los Angeles"
34409,2,3,2078,673591,8295.43,1.2315232834167915,6037,"Los Angeles"
34410,4,4,2458,2706000,32414.27,1.1978665927568366,6037,"Los Angeles"
34411,6,3,2838,758687,9196.08,1.2121045964936792,6037,"Los Angeles"
34412,2,2,1698,613509,7453.06,1.214824884394524,6037,"Los Angeles"
34413,4,4,3591,3300000,39639.1,1.2011848484848484,6037,"Los Angeles"
34414,3,4,2688,2427368,29170.97,1.2017530922381774,6037,"Los Angeles"
34415,0,0,NULL,2274642,27176.34,1.194752404993841,6037,"Los Angeles"
34416,2,2,1656,154129,1938.74,1.257868408930182,6037,"Los Angeles"
34417,3,3,2582,1031861,12712.96,1.2320419126219517,6037,"Los Angeles"
34418,3,4,3153,1281871,15784.45,1.2313602538789004,6037,"Los Angeles"
34419,4,4,3294,1680065,20441.74,1.2167231624966892,6037,"Los Angeles"
34420,4,5,3268,2379343,28877.18,1.2136619226399894,6037,"Los Angeles"
34421,3,3,1830,901000,10931.29,1.2132397336293008,6037,"Los Angeles"
34422,3,3,2333,626797,7820.13,1.2476336038621754,6037,"Los Angeles"
34423,3,2,3047,1126748,13702.25,1.2160882468839527,6037,"Los Angeles"
34424,5,4,4360,2179706,32595.48,1.4954071787663106,6037,"Los Angeles"
34425,6,4,6580,1667412,20431.22,1.225325234555107,6037,"Los Angeles"
34426,4,4,3232,1753332,21221.42,1.2103480687057557,6037,"Los Angeles"
34427,3,3,4708,750926,9344.41,1.2443849327363814,6037,"Los Angeles"
34428,6,5,7526,3760857,45441.51,1.2082754010588546,6037,"Los Angeles"
34429,5,4,3279,700968,9197.15,1.3120641741135115,6037,"Los Angeles"
34430,5,4,4000,924192,11840.25,1.2811461254804197,6037,"Los Angeles"
34431,2,2,1360,133331,1757.66,1.3182680696912197,6037,"Los Angeles"
34432,3,2,2860,629316,7659.72,1.2171500486242206,6037,"Los Angeles"
34433,3,3,3021,919668,11113.54,1.2084295637121223,6037,"Los Angeles"
34434,3,4,2212,200261,2703.77,1.3501230893683742,6037,"Los Angeles"
34435,2,3,1705,777331,9212.9,1.1851965250324508,6037,"Los Angeles"
34436,2,2,1536,129804,1768.26,1.3622538596653415,6037,"Los Angeles"
34437,2,3,1906,1026262,12271.48,1.195745335986327,6037,"Los Angeles"
34438,2,2,1754,1018305,12444.4,1.222070008494508,6037,"Los Angeles"
34439,3,3,2246,557191,7902.38,1.4182533458006321,6037,"Los Angeles"
34440,4,3,3057,556685,12610.59,2.2653008433853974,6037,"Los Angeles"
34441,5,3,3258,3045750,35340.53,1.1603227448083393,6037,"Los Angeles"
34442,2,3,1216,1190863,14248.8,1.196510429831139,6037,"Los Angeles"
34443,4,3,3173,777391,9581.3,1.232494330394872,6037,"Los Angeles"
34444,0,0,1209,279736,3910.85,1.3980503045728832,6037,"Los Angeles"
34445,4,4,4784,4670150,53734.24,1.1505891673714976,6037,"Los Angeles"
34446,3,5,3208,1145595,13695.22,1.1954678573143214,6037,"Los Angeles"
34447,3,4,4287,543079,6841.59,1.2597780433417607,6037,"Los Angeles"
34448,4,4,4219,1144329,13264.08,1.1591142057922155,6037,"Los Angeles"
34449,2,3,2569,809304,9486.42,1.172170161027253,6037,"Los Angeles"
34450,3,3,2135,1291975,14701.94,1.1379430716538634,6037,"Los Angeles"
34451,2,2,1168,101486,1262.07,1.2435902489013262,6037,"Los Angeles"
34452,2,2,1152,1040233,12386.15,1.1907091968818524,6037,"Los Angeles"
34453,2,2,1310,340201,3988.22,1.1723128385866002,6037,"Los Angeles"
34454,5,4,3862,7116902,81484.33,1.144941015065263,6037,"Los Angeles"
34455,2,2,1360,474202,8255.56,1.740937406421736,6037,"Los Angeles"
34456,2,3,1917,1500000,19145.08,1.2763386666666667,6037,"Los Angeles"
34457,4,3,1799,860931,12846.83,1.4922020463893158,6037,"Los Angeles"
34458,3,3,3122,2030500,24646.64,1.213821226298941,6037,"Los Angeles"
34459,4,4,3115,329223,4997.04,1.5178283412762779,6037,"Los Angeles"
34460,3,3,2504,723354,9888,1.3669655521362984,6037,"Los Angeles"
34461,0,0,2500,396122,5746.98,1.450810608852828,6037,"Los Angeles"
34462,3,4,3436,6313189,72174.78,1.143238068747823,6037,"Los Angeles"
34463,2,2,2245,193055,2540.54,1.3159669524228848,6037,"Los Angeles"
34464,1,2,634,261818,3112.92,1.1889633256689762,6037,"Los Angeles"
34465,1,2,1012,285003,3508.69,1.231106339231517,6037,"Los Angeles"
34466,4,4,4838,4178704,48168.38,1.1527109840754453,6037,"Los Angeles"
34467,3,3,1548,1118143,13275.28,1.1872613789112842,6037,"Los Angeles"
34468,5,4,4125,4120874,47380.52,1.1497687141125887,6037,"Los Angeles"
34469,3,4,2531,476200,7768.12,1.631272574548509,6037,"Los Angeles"
34470,3,5,2652,744917,11204.81,1.5041689208327909,6037,"Los Angeles"
34471,5,4,4507,1906699,22452.08,1.1775366746403078,6037,"Los Angeles"
34472,3,5,2402,11904874,159572.24,1.3403941948482612,6037,"Los Angeles"
34473,10,6,11413,3985110,142488.69,3.575527149815187,6037,"Los Angeles"
34474,2,4,1232,447733,5804.21,1.2963551938320383,6037,"Los Angeles"
34475,3,4,3219,1423170,17378.7,1.221126077699783,6037,"Los Angeles"
34476,6,5,4104,2168000,26231.57,1.2099432656826568,6037,"Los Angeles"
34477,5,5,3170,1709571,20726.57,1.2123842765231745,6037,"Los Angeles"
34478,3,4,2439,1751306,21269.73,1.2145067738019513,6037,"Los Angeles"
34479,5,4,2909,1263496,15466.54,1.2241067640894787,6037,"Los Angeles"
34480,4,3,4000,401651,5069.26,1.2621056588929196,6037,"Los Angeles"
34481,4,2,2098,198365,2565.46,1.2933027499810954,6037,"Los Angeles"
34482,2,2,1897,645524,7888.16,1.221977804078547,6037,"Los Angeles"
34483,1,2,1118,258000,3239.11,1.255468992248062,6037,"Los Angeles"
34484,2,3,1306,314741,3925.79,1.247308104123708,6037,"Los Angeles"
34485,4,6,3515,547219,6807.93,1.2440960566062218,6037,"Los Angeles"
34486,0,0,NULL,150833,1908.2,1.2651077681939629,6037,"Los Angeles"
34487,2,4,1696,161920,2123.62,1.3115242094861659,6037,"Los Angeles"
34488,2,4,1788,240717,3072.4,1.276353560404957,6037,"Los Angeles"
34489,2,5,2265,425000,5236.9,1.2322117647058821,6037,"Los Angeles"
34490,1,2,1176,35625,509.86,1.4311859649122807,6037,"Los Angeles"
34491,1,2,1068,158298,2049.73,1.2948552729661778,6037,"Los Angeles"
34492,6,10,3579,528119,6493.4,1.2295334952917807,6037,"Los Angeles"
34493,0,0,1402,172328,2210.63,1.282803723132631,6037,"Los Angeles"
34494,1,3,1344,167046,2167.2,1.2973671922703924,6037,"Los Angeles"
34495,1,2,1350,314300,3922.13,1.2478937321030863,6037,"Los Angeles"
34496,2,4,1682,32458,493.64,1.5208577238277157,6037,"Los Angeles"
34497,2,4,1448,29357,535.92,1.8255271315188881,6037,"Los Angeles"
34498,3,3,1479,33914,509.55,1.5024768532169606,6037,"Los Angeles"
34499,2,4,1650,316568,3980.57,1.2574138889590862,6037,"Los Angeles"
34500,1,3,1429,358878,4486.14,1.2500459766271546,6037,"Los Angeles"
34501,1,2,1211,148358,1967.82,1.32639965488885,6037,"Los Angeles"
34502,3,2,1328,254648,3222.74,1.2655665860324838,6037,"Los Angeles"
34503,3,5,2477,145611,2191.34,1.5049275123445345,6037,"Los Angeles"
34504,1,3,1200,383146,4651.4,1.214001973138177,6037,"Los Angeles"
34505,3,3,1918,221834,3195.95,1.440694393104754,6037,"Los Angeles"
34506,3,3,2830,291338,4876.05,1.6736745635653434,6037,"Los Angeles"
34507,3,4,2594,184979,2796.69,1.511895944945102,6037,"Los Angeles"
34508,2,2,1362,62495,1301.91,2.083222657812625,6037,"Los Angeles"
34509,2,2,1388,64360,1329.56,2.0658172778123056,6037,"Los Angeles"
34510,3,2,1681,440329,5823.34,1.3224974961903486,6037,"Los Angeles"
34511,2,2,1527,223121,3272.21,1.4665629860031104,6037,"Los Angeles"
34512,3,4,3127,757316,9533.93,1.258910415203165,6037,"Los Angeles"
34513,4,4,3601,1034000,12811.65,1.2390377176015475,6037,"Los Angeles"
34514,3,3,2495,519328,6789.19,1.3073028991311848,6037,"Los Angeles"
34515,3,3,2037,78646,1521.67,1.9348345751850065,6037,"Los Angeles"
34516,2,3,2096,318614,4333.99,1.3602635163552135,6037,"Los Angeles"
34517,4,4,3106,351570,4851.94,1.3800779361151405,6037,"Los Angeles"
34518,4,3,2617,124622,2090.34,1.67734428913033,6037,"Los Angeles"
34519,3,5,3003,155819,2474.55,1.5880925946129807,6037,"Los Angeles"
34520,1,2,1890,97950,1748.3,1.7848902501276158,6037,"Los Angeles"
34521,3,2,2016,81341,1556.74,1.913844186818456,6037,"Los Angeles"
34522,2,3,1946,546121,6999.08,1.281598766573708,6037,"Los Angeles"
34523,1,2,1619,486000,6279.13,1.2920020576131688,6037,"Los Angeles"
34524,3,4,4016,670574,8983.66,1.339697035673915,6037,"Los Angeles"
34525,3,4,1883,202230,3047.38,1.506888196607823,6037,"Los Angeles"
34526,3,3,2059,514000,6280.47,1.2218813229571985,6037,"Los Angeles"
34527,2,3,1769,54023,763.9,1.4140273587175833,6037,"Los Angeles"
34528,1,2,1182,121195,1619.74,1.3364742769916251,6037,"Los Angeles"
34529,1,3,1196,182416,2253.93,1.2355988509779843,6037,"Los Angeles"
34530,1,2,1008,176246,2172.41,1.2326010235693292,6037,"Los Angeles"
34531,1,3,1288,285681,3549.01,1.2422982277435322,6037,"Los Angeles"
34532,2,2,1108,181122,2239.67,1.23655326244189,6037,"Los Angeles"
34533,1,2,1260,249342,3153.65,1.2647889244491501,6037,"Los Angeles"
34534,2,6,2013,245339,3175.53,1.2943437447776343,6037,"Los Angeles"
34535,2,3,1918,252376,3215.43,1.2740633023742352,6037,"Los Angeles"
34536,1,2,1461,196915,2526.29,1.2829342609755479,6037,"Los Angeles"
34537,1,4,1494,180910,2274.01,1.256984135758112,6037,"Los Angeles"
34538,2,4,2252,390870,4877.93,1.2479673548750225,6037,"Los Angeles"
34539,3,3,1442,201104,2581.93,1.2838779934760123,6037,"Los Angeles"
34540,1,2,1236,170819,2155.86,1.2620727202477477,6037,"Los Angeles"
34541,2,2,1560,183981,2350.73,1.277702588854284,6037,"Los Angeles"
34542,2,3,1232,275973,3472.23,1.2581774304008002,6037,"Los Angeles"
34543,1,2,876,121408,1519.99,1.2519685687928308,6037,"Los Angeles"
34544,3,6,2637,32881,725.1,2.2052249019190415,6037,"Los Angeles"
34545,6,6,2456,286389,3763.77,1.3142159789656727,6037,"Los Angeles"
34546,2,2,1498,465100,5745.42,1.235308535798753,6037,"Los Angeles"
34547,2,5,2089,369280,4627.99,1.2532468587521663,6037,"Los Angeles"
34548,2,3,1308,236609,3026.81,1.2792455062994221,6037,"Los Angeles"
34549,2,4,1820,353678,4433.74,1.253609215161814,6037,"Los Angeles"
34550,2,3,1247,365489,4599.39,1.258420910068429,6037,"Los Angeles"
34551,2,3,1511,73865,989.67,1.3398361876396128,6037,"Los Angeles"
34552,1,2,1299,68458,916.24,1.3383972654766425,6037,"Los Angeles"
34553,1,2,1239,246901,3119.54,1.2634780742078808,6037,"Los Angeles"
34554,1,2,1292,464020,5709.52,1.230446963492953,6037,"Los Angeles"
34555,1,2,1630,189002,2471.73,1.3077798118538428,6037,"Los Angeles"
34556,2,3,1696,174348,2190.78,1.2565558538096222,6037,"Los Angeles"
34557,2,4,2016,371360,4674.36,1.258713916415338,6037,"Los Angeles"
34558,3,4,2354,87645,1182.06,1.3486907410576758,6037,"Los Angeles"
34559,1,3,1118,53794,1197.79,2.2266237870394465,6037,"Los Angeles"
34560,3,4,2974,456862,5742.06,1.256847800867658,6037,"Los Angeles"
34561,2,3,1917,290167,3602.65,1.241578125700028,6037,"Los Angeles"
34562,1,1,745,110000,1442.84,1.311672727272727,6037,"Los Angeles"
34563,1,1,849,89000,1604.62,1.802943820224719,6037,"Los Angeles"
34564,2,2,1806,275463,3505.31,1.272515728065112,6037,"Los Angeles"
34565,2,3,1190,353000,4334.06,1.2277790368271957,6037,"Los Angeles"
34566,1,3,1788,67671,1006.35,1.4871215143857783,6037,"Los Angeles"
34567,2,3,3750,906781,11168,1.2316093963150971,6037,"Los Angeles"
34568,2,2,1805,421814,5281.41,1.2520708179434537,6037,"Los Angeles"
34569,2,2,2252,90869,1343.61,1.4786230727750937,6037,"Los Angeles"
34570,2,2,2416,821000,9854.96,1.2003605359317904,6037,"Los Angeles"
34571,2,2,1546,304978,3782,1.2400894490750154,6037,"Los Angeles"
34572,2,2,1814,282139,3490.37,1.2371100769478873,6037,"Los Angeles"
34573,1,2,1184,51309,713.39,1.3903798553859945,6037,"Los Angeles"
34574,1,2,1236,56287,795.08,1.412546413914403,6037,"Los Angeles"
34575,2,3,1772,68293,1050.75,1.538591070827171,6037,"Los Angeles"
34576,1,2,1086,64826,870.33,1.3425631690988185,6037,"Los Angeles"
34577,2,2,1484,294048,3620.51,1.231264963543367,6037,"Los Angeles"
34578,2,3,1542,603000,7310.5,1.2123548922056384,6037,"Los Angeles"
34579,3,6,3604,246033,3326.78,1.3521682050781807,6037,"Los Angeles"
34580,2,3,1727,286479,3604.58,1.2582353331308753,6037,"Los Angeles"
34581,2,3,1704,190739,2381.68,1.2486591625205121,6037,"Los Angeles"
34582,1,2,968,173716,2238.45,1.2885686983352136,6037,"Los Angeles"
34583,3,5,1582,330771,4136.3,1.2505026135906716,6037,"Los Angeles"
34584,4,10,3946,623374,8104.21,1.3000558252349312,6037,"Los Angeles"
34585,2,2,1135,406100,5028.8,1.238315685791677,6037,"Los Angeles"
34586,1,1,1012,27286,473.97,1.7370446382760392,6037,"Los Angeles"
34587,3,3,1912,256268,3340.06,1.3033464966363337,6037,"Los Angeles"
34588,2,4,1822,224052,2840.26,1.267678931676575,6037,"Los Angeles"
34589,1,2,1374,33084,596.2,1.8020795550719382,6037,"Los Angeles"
34590,1,7,1584,382932,4684.5,1.223324245557958,6037,"Los Angeles"
34591,1,2,595,109636,1345.48,1.2272246342442263,6037,"Los Angeles"
34592,1,3,1964,295017,3656.37,1.2393760359572499,6037,"Los Angeles"
34593,2,4,1589,531021,6568.24,1.2369077682426872,6037,"Los Angeles"
34594,1,2,768,25216,452.28,1.7936230964467004,6037,"Los Angeles"
34595,3,4,1880,264059,3395.3,1.2858111255439126,6037,"Los Angeles"
34596,2,2,1396,329073,6846.59,2.080568749183312,6037,"Los Angeles"
34597,2,3,2068,183903,2353.28,1.2796311098785773,6037,"Los Angeles"
34598,3,3,1437,516722,6383.84,1.2354496228145888,6037,"Los Angeles"
34599,2,3,1244,175951,2196.38,1.2482907173019762,6037,"Los Angeles"
34600,2,2,1228,112013,1518.99,1.3560836688598645,6037,"Los Angeles"
